frequency	V(onoise)
3.420000305324866e+004	2.873514e-007
3.432504885197851e+004	2.873351e-007
3.445009465070836e+004	2.873096e-007
3.457514044943820e+004	2.872759e-007
3.470018624816805e+004	2.872349e-007
3.482523204689790e+004	2.871875e-007
3.495027784562775e+004	2.871343e-007
3.507532364435760e+004	2.870761e-007
3.520036944308745e+004	2.870133e-007
3.532541524181730e+004	2.869465e-007
3.545046104054714e+004	2.868761e-007
3.557550683927699e+004	2.868024e-007
3.570055263800684e+004	2.867259e-007
3.582559843673669e+004	2.866468e-007
3.595064423546653e+004	2.865654e-007
3.607569003419639e+004	2.864819e-007
3.620073583292624e+004	2.863965e-007
3.632578163165608e+004	2.863094e-007
3.645082743038593e+004	2.862208e-007
3.657587322911578e+004	2.861307e-007
3.670091902784563e+004	2.860393e-007
3.682596482657547e+004	2.859468e-007
3.695101062530532e+004	2.858532e-007
3.707605642403517e+004	2.857585e-007
3.720110222276503e+004	2.856630e-007
3.732614802149487e+004	2.855666e-007
3.745119382022472e+004	2.854693e-007
3.757623961895457e+004	2.853713e-007
3.770128541768442e+004	2.852726e-007
3.782633121641426e+004	2.851732e-007
3.795137701514411e+004	2.850732e-007
3.807642281387396e+004	2.849726e-007
3.820146861260381e+004	2.848714e-007
3.832651441133366e+004	2.847696e-007
3.845156021006351e+004	2.846673e-007
3.857660600879336e+004	2.845645e-007
3.870165180752320e+004	2.844611e-007
3.882669760625305e+004	2.843573e-007
3.895174340498290e+004	2.842530e-007
3.907678920371275e+004	2.841482e-007
3.920183500244260e+004	2.840430e-007
3.932688080117245e+004	2.839373e-007
3.945192659990230e+004	2.838312e-007
3.957697239863215e+004	2.837246e-007
3.970201819736199e+004	2.836176e-007
3.982706399609184e+004	2.835102e-007
3.995210979482169e+004	2.834023e-007
4.007715559355154e+004	2.832941e-007
4.020220139228139e+004	2.831854e-007
4.032724719101124e+004	2.830763e-007
4.045229298974109e+004	2.829668e-007
4.057733878847093e+004	2.828569e-007
4.070238458720078e+004	2.827466e-007
4.082743038593063e+004	2.826359e-007
4.095247618466048e+004	2.825247e-007
4.107752198339033e+004	2.824132e-007
4.120256778212018e+004	2.823012e-007
4.132761358085003e+004	2.821889e-007
4.145265937957988e+004	2.820761e-007
4.157770517830972e+004	2.819630e-007
4.170275097703957e+004	2.818495e-007
4.182779677576942e+004	2.817355e-007
4.195284257449926e+004	2.816211e-007
4.207788837322911e+004	2.815064e-007
4.220293417195897e+004	2.813912e-007
4.232797997068882e+004	2.812756e-007
4.245302576941866e+004	2.811597e-007
4.257807156814851e+004	2.810433e-007
4.270311736687836e+004	2.809265e-007
4.282816316560821e+004	2.808093e-007
4.295320896433805e+004	2.806918e-007
4.307825476306790e+004	2.805737e-007
4.320330056179775e+004	2.804553e-007
4.332834636052761e+004	2.803365e-007
4.345339215925745e+004	2.802173e-007
4.357843795798730e+004	2.800977e-007
4.370348375671715e+004	2.799777e-007
4.382852955544699e+004	2.798572e-007
4.395357535417684e+004	2.797364e-007
4.407862115290669e+004	2.796151e-007
4.420366695163654e+004	2.794935e-007
4.432871275036639e+004	2.793714e-007
4.445375854909624e+004	2.792489e-007
4.457880434782609e+004	2.791260e-007
4.470385014655594e+004	2.790026e-007
4.482889594528578e+004	2.788789e-007
4.495394174401563e+004	2.787548e-007
4.507898754274548e+004	2.786302e-007
4.520403334147533e+004	2.785052e-007
4.532907914020518e+004	2.783798e-007
4.545412493893503e+004	2.782540e-007
4.557917073766488e+004	2.781277e-007
4.570421653639472e+004	2.780011e-007
4.582926233512457e+004	2.778740e-007
4.595430813385442e+004	2.777465e-007
4.607935393258427e+004	2.776186e-007
4.620439973131412e+004	2.774902e-007
4.632944553004397e+004	2.773615e-007
4.645449132877382e+004	2.772323e-007
4.657953712750367e+004	2.771027e-007
4.670458292623351e+004	2.769726e-007
4.682962872496336e+004	2.768422e-007
4.695467452369321e+004	2.767113e-007
4.707972032242306e+004	2.765800e-007
4.720476612115291e+004	2.764482e-007
4.732981191988276e+004	2.763160e-007
4.745485771861261e+004	2.761834e-007
4.757990351734245e+004	2.760504e-007
4.770494931607230e+004	2.759169e-007
4.782999511480215e+004	2.757830e-007
4.795504091353200e+004	2.756487e-007
4.808008671226184e+004	2.755139e-007
4.820513251099169e+004	2.753787e-007
4.833017830972155e+004	2.752431e-007
4.845522410845140e+004	2.751070e-007
4.858026990718124e+004	2.749705e-007
4.870531570591109e+004	2.748336e-007
4.883036150464094e+004	2.746962e-007
4.895540730337079e+004	2.745584e-007
4.908045310210063e+004	2.744201e-007
4.920549890083048e+004	2.742814e-007
4.933054469956033e+004	2.741423e-007
4.945559049829018e+004	2.740027e-007
4.958063629702003e+004	2.738627e-007
4.970568209574988e+004	2.737222e-007
4.983072789447973e+004	2.735813e-007
4.995577369320957e+004	2.734400e-007
5.008081949193942e+004	2.732982e-007
5.020586529066927e+004	2.731559e-007
5.033091108939912e+004	2.730133e-007
5.045595688812897e+004	2.728701e-007
5.058100268685882e+004	2.727265e-007
5.070604848558867e+004	2.725825e-007
5.083109428431852e+004	2.724380e-007
5.095614008304836e+004	2.722931e-007
5.108118588177821e+004	2.721477e-007
5.120623168050806e+004	2.720019e-007
5.133127747923791e+004	2.718556e-007
5.145632327796776e+004	2.717089e-007
5.158136907669761e+004	2.715617e-007
5.170641487542746e+004	2.714141e-007
5.183146067415730e+004	2.712659e-007
5.195650647288715e+004	2.711174e-007
5.208155227161700e+004	2.709684e-007
5.220659807034685e+004	2.708189e-007
5.233164386907670e+004	2.706690e-007
5.245668966780655e+004	2.705186e-007
5.258173546653640e+004	2.703678e-007
5.270678126526625e+004	2.702165e-007
5.283182706399609e+004	2.700647e-007
5.295687286272594e+004	2.699125e-007
5.308191866145579e+004	2.697598e-007
5.320696446018563e+004	2.696067e-007
5.333201025891549e+004	2.694530e-007
5.345705605764534e+004	2.692990e-007
5.358210185637519e+004	2.691444e-007
5.370714765510503e+004	2.689894e-007
5.383219345383488e+004	2.688340e-007
5.395723925256473e+004	2.686780e-007
5.408228505129458e+004	2.685216e-007
5.420733085002442e+004	2.683647e-007
5.433237664875427e+004	2.682074e-007
5.445742244748413e+004	2.680496e-007
5.458246824621398e+004	2.678913e-007
5.470751404494382e+004	2.677326e-007
5.483255984367367e+004	2.675733e-007
5.495760564240352e+004	2.674136e-007
5.508265144113336e+004	2.672535e-007
5.520769723986321e+004	2.670928e-007
5.533274303859306e+004	2.669317e-007
5.545778883732291e+004	2.667701e-007
5.558283463605276e+004	2.666081e-007
5.570788043478261e+004	2.664455e-007
5.583292623351246e+004	2.662825e-007
5.595797203224231e+004	2.661190e-007
5.608301783097215e+004	2.659551e-007
5.620806362970200e+004	2.657906e-007
5.633310942843185e+004	2.656257e-007
5.645815522716170e+004	2.654603e-007
5.658320102589155e+004	2.652944e-007
5.670824682462140e+004	2.651280e-007
5.683329262335125e+004	2.649612e-007
5.695833842208109e+004	2.647938e-007
5.708338422081094e+004	2.646260e-007
5.720843001954079e+004	2.644577e-007
5.733347581827064e+004	2.642890e-007
5.745852161700049e+004	2.641197e-007
5.758356741573034e+004	2.639499e-007
5.770861321446019e+004	2.637797e-007
5.783365901319004e+004	2.636090e-007
5.795870481191988e+004	2.634378e-007
5.808375061064973e+004	2.632660e-007
5.820879640937958e+004	2.630939e-007
5.833384220810943e+004	2.629212e-007
5.845888800683928e+004	2.627480e-007
5.858393380556913e+004	2.625743e-007
5.870897960429898e+004	2.624002e-007
5.883402540302882e+004	2.622255e-007
5.895907120175867e+004	2.620504e-007
5.908411700048852e+004	2.618748e-007
5.920916279921837e+004	2.616987e-007
5.933420859794821e+004	2.615221e-007
5.945925439667807e+004	2.613450e-007
5.958430019540792e+004	2.611673e-007
5.970934599413777e+004	2.609893e-007
5.983439179286761e+004	2.608107e-007
5.995943759159746e+004	2.606316e-007
6.008448339032731e+004	2.604520e-007
6.020952918905715e+004	2.602719e-007
6.033457498778700e+004	2.600913e-007
6.045962078651685e+004	2.599103e-007
6.058466658524671e+004	2.597287e-007
6.070971238397655e+004	2.595466e-007
6.083475818270640e+004	2.593640e-007
6.095980398143625e+004	2.591809e-007
6.108484978016610e+004	2.589973e-007
6.120989557889594e+004	2.588133e-007
6.133494137762579e+004	2.586287e-007
6.145998717635564e+004	2.584436e-007
6.158503297508549e+004	2.582580e-007
6.171007877381534e+004	2.580719e-007
6.183512457254519e+004	2.578853e-007
6.196017037127504e+004	2.576982e-007
6.208521617000488e+004	2.575106e-007
6.221026196873473e+004	2.573225e-007
6.233530776746458e+004	2.571338e-007
6.246035356619443e+004	2.569447e-007
6.258539936492428e+004	2.567551e-007
6.271044516365413e+004	2.565649e-007
6.283549096238398e+004	2.563743e-007
6.296053676111383e+004	2.561831e-007
6.308558255984367e+004	2.559914e-007
6.321062835857352e+004	2.557993e-007
6.333567415730337e+004	2.556066e-007
6.346071995603322e+004	2.554134e-007
6.358576575476307e+004	2.552197e-007
6.371081155349292e+004	2.550254e-007
6.383585735222277e+004	2.548307e-007
6.396090315095261e+004	2.546355e-007
6.408594894968246e+004	2.544397e-007
6.421099474841231e+004	2.542434e-007
6.433604054714216e+004	2.540467e-007
6.446108634587201e+004	2.538494e-007
6.458613214460186e+004	2.536515e-007
6.471117794333171e+004	2.534532e-007
6.483622374206156e+004	2.532544e-007
6.496126954079140e+004	2.530550e-007
6.508631533952125e+004	2.528552e-007
6.521136113825110e+004	2.526548e-007
6.533640693698095e+004	2.524539e-007
6.546145273571080e+004	2.522524e-007
6.558649853444065e+004	2.520505e-007
6.571154433317049e+004	2.518481e-007
6.583659013190035e+004	2.516451e-007
6.596163593063019e+004	2.514416e-007
6.608668172936003e+004	2.512376e-007
6.621172752808989e+004	2.510330e-007
6.633677332681973e+004	2.508280e-007
6.646181912554959e+004	2.506224e-007
6.658686492427943e+004	2.504163e-007
6.671191072300928e+004	2.502098e-007
6.683695652173914e+004	2.500026e-007
6.696200232046898e+004	2.497950e-007
6.708704811919882e+004	2.495868e-007
6.721209391792868e+004	2.493781e-007
6.733713971665852e+004	2.491689e-007
6.746218551538837e+004	2.489592e-007
6.758723131411822e+004	2.487490e-007
6.771227711284807e+004	2.485382e-007
6.783732291157793e+004	2.483269e-007
6.796236871030777e+004	2.481151e-007
6.808741450903761e+004	2.479027e-007
6.821246030776747e+004	2.476899e-007
6.833750610649731e+004	2.474765e-007
6.846255190522716e+004	2.472626e-007
6.858759770395701e+004	2.470482e-007
6.871264350268686e+004	2.468332e-007
6.883768930141671e+004	2.466177e-007
6.896273510014656e+004	2.464017e-007
6.908778089887640e+004	2.461852e-007
6.921282669760626e+004	2.459682e-007
6.933787249633610e+004	2.457506e-007
6.946291829506595e+004	2.455325e-007
6.958796409379580e+004	2.453139e-007
6.971300989252565e+004	2.450947e-007
6.983805569125549e+004	2.448751e-007
6.996310148998535e+004	2.446548e-007
7.008814728871519e+004	2.444341e-007
7.021319308744505e+004	2.442129e-007
7.033823888617489e+004	2.439911e-007
7.046328468490474e+004	2.437688e-007
7.058833048363459e+004	2.435460e-007
7.071337628236444e+004	2.433227e-007
7.083842208109428e+004	2.430988e-007
7.096346787982414e+004	2.428744e-007
7.108851367855398e+004	2.426495e-007
7.121355947728382e+004	2.424240e-007
7.133860527601368e+004	2.421980e-007
7.146365107474352e+004	2.419715e-007
7.158869687347338e+004	2.417445e-007
7.171374267220323e+004	2.415169e-007
7.183878847093307e+004	2.412889e-007
7.196383426966293e+004	2.410603e-007
7.208888006839277e+004	2.408312e-007
7.221392586712261e+004	2.406015e-007
7.233897166585247e+004	2.403713e-007
7.246401746458231e+004	2.401406e-007
7.258906326331217e+004	2.399094e-007
7.271410906204202e+004	2.396776e-007
7.283915486077186e+004	2.394453e-007
7.296420065950172e+004	2.392125e-007
7.308924645823156e+004	2.389792e-007
7.321429225696140e+004	2.387454e-007
7.333933805569126e+004	2.385110e-007
7.346438385442110e+004	2.382761e-007
7.358942965315095e+004	2.380406e-007
7.371447545188080e+004	2.378047e-007
7.383952125061065e+004	2.375682e-007
7.396456704934051e+004	2.373312e-007
7.408961284807035e+004	2.370937e-007
7.421465864680019e+004	2.368556e-007
7.433970444553005e+004	2.366171e-007
7.446475024425989e+004	2.363780e-007
7.458979604298974e+004	2.361384e-007
7.471484184171959e+004	2.358982e-007
7.483988764044944e+004	2.356576e-007
7.496493343917928e+004	2.354164e-007
7.508997923790914e+004	2.351747e-007
7.521502503663898e+004	2.349324e-007
7.534007083536884e+004	2.346897e-007
7.546511663409868e+004	2.344464e-007
7.559016243282853e+004	2.342026e-007
7.571520823155838e+004	2.339587e-007
7.584025403028823e+004	2.337152e-007
7.596529982901807e+004	2.334720e-007
7.609034562774793e+004	2.332292e-007
7.621539142647777e+004	2.329867e-007
7.634043722520761e+004	2.327446e-007
7.646548302393747e+004	2.325029e-007
7.659052882266732e+004	2.322616e-007
7.671557462139717e+004	2.320206e-007
7.684062042012702e+004	2.317799e-007
7.696566621885686e+004	2.315396e-007
7.709071201758672e+004	2.312997e-007
7.721575781631656e+004	2.310602e-007
7.734080361504640e+004	2.308210e-007
7.746584941377626e+004	2.305821e-007
7.759089521250610e+004	2.303436e-007
7.771594101123596e+004	2.301055e-007
7.784098680996581e+004	2.298677e-007
7.796603260869565e+004	2.296303e-007
7.809107840742551e+004	2.293932e-007
7.821612420615535e+004	2.291565e-007
7.834117000488519e+004	2.289201e-007
7.846621580361505e+004	2.286841e-007
7.859126160234489e+004	2.284484e-007
7.871630740107474e+004	2.282131e-007
7.884135319980460e+004	2.279781e-007
7.896639899853444e+004	2.277435e-007
7.909144479726430e+004	2.275092e-007
7.921649059599414e+004	2.272753e-007
7.934153639472398e+004	2.270417e-007
7.946658219345384e+004	2.268084e-007
7.959162799218368e+004	2.265755e-007
7.971667379091353e+004	2.263430e-007
7.984171958964338e+004	2.261107e-007
7.996676538837323e+004	2.258788e-007
8.009181118710307e+004	2.256473e-007
8.021685698583293e+004	2.254161e-007
8.034190278456277e+004	2.251852e-007
8.046694858329263e+004	2.249547e-007
8.059199438202247e+004	2.247245e-007
8.071704018075232e+004	2.244946e-007
8.084208597948217e+004	2.242651e-007
8.096713177821202e+004	2.240359e-007
8.109217757694186e+004	2.238070e-007
8.121722337567172e+004	2.235785e-007
8.134226917440156e+004	2.233503e-007
8.146731497313142e+004	2.231225e-007
8.159236077186126e+004	2.228949e-007
8.171740657059111e+004	2.226677e-007
8.184245236932096e+004	2.224408e-007
8.196749816805081e+004	2.222143e-007
8.209254396678065e+004	2.219881e-007
8.221758976551051e+004	2.217622e-007
8.234263556424035e+004	2.215366e-007
8.246768136297019e+004	2.213114e-007
8.259272716170005e+004	2.210864e-007
8.271777296042990e+004	2.208618e-007
8.284281875915975e+004	2.206376e-007
8.296786455788960e+004	2.204136e-007
8.309291035661944e+004	2.201900e-007
8.321795615534930e+004	2.199667e-007
8.334300195407914e+004	2.197437e-007
8.346804775280898e+004	2.195210e-007
8.359309355153884e+004	2.192987e-007
8.371813935026868e+004	2.190766e-007
8.384318514899853e+004	2.188549e-007
8.396823094772839e+004	2.186335e-007
8.409327674645823e+004	2.184124e-007
8.421832254518809e+004	2.181917e-007
8.434336834391793e+004	2.179712e-007
8.446841414264777e+004	2.177511e-007
8.459345994137763e+004	2.175313e-007
8.471850574010747e+004	2.173117e-007
8.484355153883732e+004	2.170925e-007
8.496859733756718e+004	2.168736e-007
8.509364313629702e+004	2.166551e-007
8.521868893502686e+004	2.164368e-007
8.534373473375672e+004	2.162188e-007
8.546878053248656e+004	2.160012e-007
8.559382633121642e+004	2.157838e-007
8.571887212994626e+004	2.155668e-007
8.584391792867611e+004	2.153500e-007
8.596896372740596e+004	2.151336e-007
8.609400952613581e+004	2.149175e-007
8.621905532486565e+004	2.147017e-007
8.634410112359551e+004	2.144862e-007
8.646914692232535e+004	2.142709e-007
8.659419272105521e+004	2.140560e-007
8.671923851978505e+004	2.138414e-007
8.684428431851490e+004	2.136271e-007
8.696933011724475e+004	2.134131e-007
8.709437591597460e+004	2.131994e-007
8.721942171470444e+004	2.129860e-007
8.734446751343430e+004	2.127729e-007
8.746951331216414e+004	2.125601e-007
8.759455911089398e+004	2.123476e-007
8.771960490962384e+004	2.121353e-007
8.784465070835369e+004	2.119234e-007
8.796969650708354e+004	2.117118e-007
8.809474230581339e+004	2.115004e-007
8.821978810454323e+004	2.112894e-007
8.834483390327309e+004	2.110787e-007
8.846987970200293e+004	2.108682e-007
8.859492550073277e+004	2.106581e-007
8.871997129946263e+004	2.104482e-007
8.884501709819248e+004	2.102386e-007
8.897006289692232e+004	2.100293e-007
8.909510869565218e+004	2.098203e-007
8.922015449438202e+004	2.096116e-007
8.934520029311188e+004	2.094032e-007
8.947024609184172e+004	2.091951e-007
8.959529189057156e+004	2.089872e-007
8.972033768930142e+004	2.087797e-007
8.984538348803126e+004	2.085724e-007
8.997042928676111e+004	2.083654e-007
9.009547508549097e+004	2.081587e-007
9.022052088422081e+004	2.079523e-007
9.034556668295067e+004	2.077461e-007
9.047061248168051e+004	2.075403e-007
9.059565828041035e+004	2.073347e-007
9.072070407914021e+004	2.071294e-007
9.084574987787005e+004	2.069244e-007
9.097079567659990e+004	2.067197e-007
9.109584147532976e+004	2.065153e-007
9.122088727405960e+004	2.063111e-007
9.134593307278944e+004	2.061072e-007
9.147097887151930e+004	2.059036e-007
9.159602467024914e+004	2.057003e-007
9.172107046897900e+004	2.054972e-007
9.184611626770884e+004	2.052945e-007
