frequency	V(onoise)
4.106625412037591e+004	2.824232e-007
4.119126556586486e+004	2.823114e-007
4.131627701135381e+004	2.821991e-007
4.144128845684275e+004	2.820864e-007
4.156629990233170e+004	2.819733e-007
4.169131134782065e+004	2.818599e-007
4.181632279330960e+004	2.817460e-007
4.194133423879855e+004	2.816317e-007
4.206634568428750e+004	2.815170e-007
4.219135712977644e+004	2.814019e-007
4.231636857526539e+004	2.812864e-007
4.244138002075434e+004	2.811705e-007
4.256639146624329e+004	2.810542e-007
4.269140291173224e+004	2.809375e-007
4.281641435722118e+004	2.808204e-007
4.294142580271013e+004	2.807028e-007
4.306643724819908e+004	2.805849e-007
4.319144869368803e+004	2.804666e-007
4.331646013917698e+004	2.803478e-007
4.344147158466592e+004	2.802287e-007
4.356648303015487e+004	2.801092e-007
4.369149447564382e+004	2.799892e-007
4.381650592113277e+004	2.798688e-007
4.394151736662172e+004	2.797481e-007
4.406652881211066e+004	2.796269e-007
4.419154025759961e+004	2.795053e-007
4.431655170308856e+004	2.793833e-007
4.444156314857751e+004	2.792608e-007
4.456657459406646e+004	2.791380e-007
4.469158603955541e+004	2.790148e-007
4.481659748504435e+004	2.788911e-007
4.494160893053330e+004	2.787670e-007
4.506662037602225e+004	2.786425e-007
4.519163182151120e+004	2.785176e-007
4.531664326700015e+004	2.783923e-007
4.544165471248909e+004	2.782666e-007
4.556666615797804e+004	2.781404e-007
4.569167760346699e+004	2.780138e-007
4.581668904895594e+004	2.778868e-007
4.594170049444489e+004	2.777594e-007
4.606671193993383e+004	2.776315e-007
4.619172338542278e+004	2.775033e-007
4.631673483091173e+004	2.773746e-007
4.644174627640068e+004	2.772455e-007
4.656675772188963e+004	2.771159e-007
4.669176916737857e+004	2.769860e-007
4.681678061286752e+004	2.768556e-007
4.694179205835647e+004	2.767248e-007
4.706680350384542e+004	2.765935e-007
4.719181494933437e+004	2.764619e-007
4.731682639482331e+004	2.763298e-007
4.744183784031226e+004	2.761973e-007
4.756684928580121e+004	2.760643e-007
4.769186073129016e+004	2.759309e-007
4.781687217677911e+004	2.757971e-007
4.794188362226806e+004	2.756628e-007
4.806689506775700e+004	2.755282e-007
4.819190651324595e+004	2.753931e-007
4.831691795873490e+004	2.752575e-007
4.844192940422385e+004	2.751215e-007
4.856694084971280e+004	2.749851e-007
4.869195229520174e+004	2.748482e-007
4.881696374069069e+004	2.747109e-007
4.894197518617964e+004	2.745732e-007
4.906698663166859e+004	2.744351e-007
4.919199807715754e+004	2.742964e-007
4.931700952264648e+004	2.741574e-007
4.944202096813543e+004	2.740179e-007
4.956703241362438e+004	2.738780e-007
4.969204385911333e+004	2.737376e-007
4.981705530460228e+004	2.735968e-007
4.994206675009122e+004	2.734555e-007
5.006707819558017e+004	2.733138e-007
5.019208964106912e+004	2.731716e-007
5.031710108655807e+004	2.730290e-007
5.044211253204702e+004	2.728860e-007
5.056712397753597e+004	2.727425e-007
5.069213542302491e+004	2.725986e-007
5.081714686851386e+004	2.724542e-007
5.094215831400281e+004	2.723093e-007
5.106716975949176e+004	2.721640e-007
5.119218120498071e+004	2.720183e-007
5.131719265046965e+004	2.718721e-007
5.144220409595860e+004	2.717255e-007
5.156721554144755e+004	2.715784e-007
5.169222698693650e+004	2.714308e-007
5.181723843242545e+004	2.712828e-007
5.194224987791439e+004	2.711344e-007
5.206726132340334e+004	2.709854e-007
5.219227276889229e+004	2.708361e-007
5.231728421438124e+004	2.706862e-007
5.244229565987019e+004	2.705359e-007
5.256730710535913e+004	2.703852e-007
5.269231855084808e+004	2.702340e-007
5.281732999633703e+004	2.700823e-007
5.294234144182598e+004	2.699302e-007
5.306735288731493e+004	2.697776e-007
5.319236433280387e+004	2.696246e-007
5.331737577829282e+004	2.694710e-007
5.344238722378177e+004	2.693171e-007
5.356739866927072e+004	2.691626e-007
5.369241011475967e+004	2.690077e-007
5.381742156024862e+004	2.688523e-007
5.394243300573756e+004	2.686965e-007
5.406744445122651e+004	2.685402e-007
5.419245589671546e+004	2.683834e-007
5.431746734220441e+004	2.682262e-007
5.444247878769336e+004	2.680685e-007
5.456749023318230e+004	2.679103e-007
5.469250167867125e+004	2.677517e-007
5.481751312416020e+004	2.675925e-007
5.494252456964915e+004	2.674329e-007
5.506753601513810e+004	2.672729e-007
5.519254746062704e+004	2.671123e-007
5.531755890611599e+004	2.669513e-007
5.544257035160494e+004	2.667898e-007
5.556758179709389e+004	2.666279e-007
5.569259324258284e+004	2.664654e-007
5.581760468807178e+004	2.663025e-007
5.594261613356073e+004	2.661392e-007
5.606762757904968e+004	2.659753e-007
5.619263902453863e+004	2.658109e-007
5.631765047002758e+004	2.656461e-007
5.644266191551652e+004	2.654808e-007
5.656767336100547e+004	2.653150e-007
5.669268480649442e+004	2.651488e-007
5.681769625198337e+004	2.649820e-007
5.694270769747232e+004	2.648148e-007
5.706771914296127e+004	2.646471e-007
5.719273058845021e+004	2.644789e-007
5.731774203393916e+004	2.643102e-007
5.744275347942811e+004	2.641411e-007
5.756776492491706e+004	2.639714e-007
5.769277637040601e+004	2.638013e-007
5.781778781589495e+004	2.636307e-007
5.794279926138390e+004	2.634596e-007
5.806781070687285e+004	2.632879e-007
5.819282215236180e+004	2.631159e-007
5.831783359785075e+004	2.629433e-007
5.844284504333969e+004	2.627702e-007
5.856785648882864e+004	2.625967e-007
5.869286793431759e+004	2.624227e-007
5.881787937980654e+004	2.622481e-007
5.894289082529549e+004	2.620731e-007
5.906790227078443e+004	2.618976e-007
5.919291371627338e+004	2.617216e-007
5.931792516176233e+004	2.615451e-007
5.944293660725128e+004	2.613681e-007
5.956794805274023e+004	2.611906e-007
5.969295949822918e+004	2.610126e-007
5.981797094371812e+004	2.608342e-007
5.994298238920707e+004	2.606552e-007
6.006799383469602e+004	2.604757e-007
6.019300528018497e+004	2.602957e-007
6.031801672567392e+004	2.601153e-007
6.044302817116286e+004	2.599343e-007
6.056803961665181e+004	2.597528e-007
6.069305106214076e+004	2.595709e-007
6.081806250762971e+004	2.593884e-007
6.094307395311866e+004	2.592054e-007
6.106808539860760e+004	2.590220e-007
6.119309684409655e+004	2.588380e-007
6.131810828958550e+004	2.586536e-007
6.144311973507445e+004	2.584686e-007
6.156813118056340e+004	2.582831e-007
6.169314262605234e+004	2.580971e-007
6.181815407154129e+004	2.579106e-007
6.194316551703024e+004	2.577237e-007
6.206817696251919e+004	2.575362e-007
6.219318840800814e+004	2.573482e-007
6.231819985349708e+004	2.571597e-007
6.244321129898603e+004	2.569707e-007
6.256822274447498e+004	2.567812e-007
6.269323418996393e+004	2.565911e-007
6.281824563545288e+004	2.564006e-007
6.294325708094183e+004	2.562096e-007
6.306826852643077e+004	2.560180e-007
6.319327997191972e+004	2.558260e-007
6.331829141740867e+004	2.556334e-007
6.344330286289762e+004	2.554403e-007
6.356831430838657e+004	2.552467e-007
6.369332575387551e+004	2.550526e-007
6.381833719936446e+004	2.548580e-007
6.394334864485341e+004	2.546629e-007
6.406836009034236e+004	2.544673e-007
6.419337153583131e+004	2.542711e-007
6.431838298132025e+004	2.540745e-007
6.444339442680920e+004	2.538773e-007
6.456840587229815e+004	2.536796e-007
6.469341731778710e+004	2.534814e-007
6.481842876327605e+004	2.532827e-007
6.494344020876499e+004	2.530835e-007
6.506845165425394e+004	2.528837e-007
6.519346309974289e+004	2.526835e-007
6.531847454523184e+004	2.524827e-007
6.544348599072079e+004	2.522814e-007
6.556849743620974e+004	2.520796e-007
6.569350888169870e+004	2.518773e-007
6.581852032718765e+004	2.516744e-007
6.594353177267661e+004	2.514711e-007
6.606854321816556e+004	2.512672e-007
6.619355466365452e+004	2.510628e-007
6.631856610914347e+004	2.508579e-007
6.644357755463243e+004	2.506525e-007
6.656858900012139e+004	2.504465e-007
6.669360044561034e+004	2.502400e-007
6.681861189109930e+004	2.500331e-007
6.694362333658825e+004	2.498255e-007
6.706863478207721e+004	2.496175e-007
6.719364622756616e+004	2.494090e-007
6.731865767305512e+004	2.491999e-007
6.744366911854407e+004	2.489903e-007
6.756868056403303e+004	2.487802e-007
6.769369200952198e+004	2.485695e-007
6.781870345501094e+004	2.483584e-007
6.794371490049989e+004	2.481467e-007
6.806872634598885e+004	2.479345e-007
6.819373779147780e+004	2.477218e-007
6.831874923696676e+004	2.475086e-007
6.844376068245572e+004	2.472948e-007
6.856877212794467e+004	2.470805e-007
6.869378357343363e+004	2.468657e-007
6.881879501892258e+004	2.466503e-007
6.894380646441154e+004	2.464345e-007
6.906881790990049e+004	2.462181e-007
6.919382935538945e+004	2.460012e-007
6.931884080087840e+004	2.457837e-007
6.944385224636736e+004	2.455658e-007
6.956886369185631e+004	2.453473e-007
6.969387513734527e+004	2.451283e-007
6.981888658283422e+004	2.449088e-007
6.994389802832318e+004	2.446887e-007
7.006890947381214e+004	2.444681e-007
7.019392091930109e+004	2.442470e-007
7.031893236479005e+004	2.440254e-007
7.044394381027900e+004	2.438032e-007
7.056895525576796e+004	2.435806e-007
7.069396670125691e+004	2.433574e-007
7.081897814674587e+004	2.431336e-007
7.094398959223482e+004	2.429094e-007
7.106900103772378e+004	2.426846e-007
7.119401248321273e+004	2.424593e-007
7.131902392870169e+004	2.422335e-007
7.144403537419064e+004	2.420071e-007
7.156904681967960e+004	2.417802e-007
7.169405826516855e+004	2.415528e-007
7.181906971065751e+004	2.413249e-007
7.194408115614647e+004	2.410964e-007
7.206909260163542e+004	2.408675e-007
7.219410404712438e+004	2.406379e-007
7.231911549261333e+004	2.404079e-007
7.244412693810229e+004	2.401773e-007
7.256913838359124e+004	2.399463e-007
7.269414982908020e+004	2.397147e-007
7.281916127456915e+004	2.394825e-007
7.294417272005811e+004	2.392499e-007
7.306918416554706e+004	2.390167e-007
7.319419561103602e+004	2.387830e-007
7.331920705652497e+004	2.385488e-007
7.344421850201393e+004	2.383140e-007
7.356922994750289e+004	2.380787e-007
7.369424139299184e+004	2.378429e-007
7.381925283848080e+004	2.376066e-007
7.394426428396975e+004	2.373697e-007
7.406927572945871e+004	2.371324e-007
7.419428717494766e+004	2.368945e-007
7.431929862043662e+004	2.366560e-007
7.444431006592557e+004	2.364171e-007
7.456932151141453e+004	2.361776e-007
7.469433295690348e+004	2.359376e-007
7.481934440239244e+004	2.356971e-007
7.494435584788139e+004	2.354561e-007
7.506936729337035e+004	2.352145e-007
7.519437873885931e+004	2.349725e-007
7.531939018434826e+004	2.347299e-007
7.544440162983722e+004	2.344867e-007
7.556941307532617e+004	2.342431e-007
7.569442452081513e+004	2.339992e-007
7.581943596630408e+004	2.337557e-007
7.594444741179304e+004	2.335125e-007
7.606945885728199e+004	2.332697e-007
7.619447030277095e+004	2.330273e-007
7.631948174825990e+004	2.327852e-007
7.644449319374886e+004	2.325435e-007
7.656950463923781e+004	2.323021e-007
7.669451608472677e+004	2.320611e-007
7.681952753021572e+004	2.318205e-007
7.694453897570468e+004	2.315802e-007
7.706955042119364e+004	2.313403e-007
7.719456186668259e+004	2.311008e-007
7.731957331217155e+004	2.308616e-007
7.744458475766050e+004	2.306227e-007
7.756959620314946e+004	2.303842e-007
7.769460764863841e+004	2.301461e-007
7.781961909412737e+004	2.299083e-007
7.794463053961632e+004	2.296709e-007
7.806964198510528e+004	2.294338e-007
7.819465343059423e+004	2.291971e-007
7.831966487608319e+004	2.289608e-007
7.844467632157214e+004	2.287247e-007
7.856968776706110e+004	2.284891e-007
7.869469921255006e+004	2.282538e-007
7.881971065803901e+004	2.280188e-007
7.894472210352797e+004	2.277842e-007
7.906973354901692e+004	2.275499e-007
7.919474499450588e+004	2.273159e-007
7.931975643999483e+004	2.270824e-007
7.944476788548379e+004	2.268491e-007
7.956977933097274e+004	2.266162e-007
7.969479077646170e+004	2.263836e-007
7.981980222195065e+004	2.261514e-007
7.994481366743961e+004	2.259195e-007
8.006982511292856e+004	2.256880e-007
8.019483655841752e+004	2.254568e-007
8.031984800390647e+004	2.252259e-007
8.044485944939543e+004	2.249954e-007
8.056987089488439e+004	2.247652e-007
8.069488234037334e+004	2.245353e-007
8.081989378586230e+004	2.243058e-007
8.094490523135125e+004	2.240766e-007
8.106991667684021e+004	2.238478e-007
8.119492812232916e+004	2.236192e-007
8.131993956781812e+004	2.233910e-007
8.144495101330707e+004	2.231632e-007
8.156996245879603e+004	2.229357e-007
8.169497390428498e+004	2.227085e-007
8.181998534977394e+004	2.224816e-007
8.194499679526289e+004	2.222550e-007
8.207000824075185e+004	2.220288e-007
8.219501968624081e+004	2.218029e-007
8.232003113172976e+004	2.215774e-007
8.244504257721872e+004	2.213521e-007
8.257005402270767e+004	2.211272e-007
8.269506546819663e+004	2.209026e-007
8.282007691368558e+004	2.206783e-007
8.294508835917454e+004	2.204544e-007
8.307009980466349e+004	2.202308e-007
8.319511125015245e+004	2.200075e-007
8.332012269564140e+004	2.197845e-007
8.344513414113036e+004	2.195618e-007
8.357014558661931e+004	2.193395e-007
8.369515703210827e+004	2.191174e-007
8.382016847759722e+004	2.188957e-007
8.394517992308618e+004	2.186743e-007
8.407019136857514e+004	2.184532e-007
8.419520281406409e+004	2.182325e-007
8.432021425955305e+004	2.180120e-007
8.444522570504200e+004	2.177919e-007
8.457023715053096e+004	2.175721e-007
8.469524859601991e+004	2.173526e-007
8.482026004150887e+004	2.171333e-007
8.494527148699782e+004	2.169145e-007
8.507028293248678e+004	2.166959e-007
8.519529437797573e+004	2.164776e-007
8.532030582346469e+004	2.162596e-007
8.544531726895364e+004	2.160420e-007
8.557032871444260e+004	2.158246e-007
8.569534015993156e+004	2.156076e-007
8.582035160542051e+004	2.153909e-007
8.594536305090947e+004	2.151744e-007
8.607037449639842e+004	2.149583e-007
8.619538594188738e+004	2.147425e-007
8.632039738737633e+004	2.145270e-007
8.644540883286529e+004	2.143118e-007
8.657042027835424e+004	2.140969e-007
8.669543172384320e+004	2.138823e-007
8.682044316933215e+004	2.136680e-007
8.694545461482111e+004	2.134539e-007
8.707046606031006e+004	2.132402e-007
8.719547750579902e+004	2.130268e-007
8.732048895128797e+004	2.128137e-007
8.744550039677693e+004	2.126009e-007
8.757051184226589e+004	2.123884e-007
8.769552328775484e+004	2.121762e-007
8.782053473324380e+004	2.119643e-007
8.794554617873275e+004	2.117526e-007
8.807055762422171e+004	2.115413e-007
8.819556906971066e+004	2.113303e-007
8.832058051519962e+004	2.111195e-007
8.844559196068857e+004	2.109091e-007
8.857060340617753e+004	2.106989e-007
8.869561485166648e+004	2.104890e-007
8.882062629715544e+004	2.102795e-007
8.894563774264439e+004	2.100702e-007
8.907064918813335e+004	2.098612e-007
8.919566063362231e+004	2.096525e-007
8.932067207911126e+004	2.094441e-007
8.944568352460022e+004	2.092359e-007
8.957069497008917e+004	2.090281e-007
8.969570641557813e+004	2.088205e-007
8.982071786106708e+004	2.086132e-007
8.994572930655604e+004	2.084063e-007
9.007074075204499e+004	2.081996e-007
9.019575219753395e+004	2.079931e-007
9.032076364302290e+004	2.077870e-007
9.044577508851186e+004	2.075812e-007
9.057078653400081e+004	2.073756e-007
9.069579797948977e+004	2.071703e-007
9.082080942497873e+004	2.069653e-007
9.094582087046768e+004	2.067606e-007
9.107083231595664e+004	2.065561e-007
9.119584376144559e+004	2.063520e-007
9.132085520693455e+004	2.061481e-007
9.144586665242350e+004	2.059445e-007
9.157087809791246e+004	2.057411e-007
9.169588954340141e+004	2.055381e-007
9.182090098889037e+004	2.053353e-007
